District,PC Name,PC Code,Category,Question,Option,Legend
BALASORE,PARIKHI,S1021002,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BALASORE,PARIKHI,S1021002,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BALASORE,PARIKHI,S1021002,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BALASORE,PARIKHI,S1021002,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BALASORE,PARIKHI,S1021002,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BALASORE,PARIKHI,S1021002,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
PURI,KERANDI PUR,S1261005,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
NAYAGARH,BANAMALIPUR SCS,S1240403,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
NAYAGARH,BANAMALIPUR SCS,S1240403,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
NAYAGARH,BANAMALIPUR SCS,S1240403,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
NAYAGARH,BANAMALIPUR SCS,S1240403,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
NAYAGARH,BANAMALIPUR SCS,S1240403,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
NAYAGARH,BANAMALIPUR SCS,S1240403,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
NAYAGARH,BANAMALIPUR SCS,S1240403,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
KEONJHAR,ORALI,MY180715,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
PURI,SISO,S1260410,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
PURI,SISO,S1260410,Source of Power,What is the source of power available at the center?,Not Available,Not Available
PURI,SISO,S1260410,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
PURI,SISO,S1260410,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAGATSINGHPUR,HANUMAN WSHG,S2120402,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,HANUMAN WSHG,S2120402,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,HANUMAN WSHG,S2120402,Dunnage,Type of dunnage available at the unloading location?,Wooden/Plastic Crates,Yes
JAGATSINGHPUR,HANUMAN WSHG,S2120402,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,HANUMAN WSHG,S2120402,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,HANUMAN WSHG,S2120402,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,HANUMAN WSHG,S2120402,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,HANUMAN WSHG,S2120402,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
GAJAPATI,GARABANDHA,S1100120,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
GAJAPATI,GARABANDHA,S1100120,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GAJAPATI,GARABANDHA,S1100120,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GAJAPATI,GARABANDHA,S1100120,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GAJAPATI,GARABANDHA,S1100120,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
GAJAPATI,GARABANDHA,S1100120,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
KENDRAPARA,GADAROMITA SCS,S1170518,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KENDRAPARA,GADAROMITA SCS,S1170518,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,GADAROMITA SCS,S1170518,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,GADAROMITA SCS,S1170518,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,GADAROMITA SCS,S1170518,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,GADAROMITA SCS,S1170518,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KENDRAPARA,GADAROMITA SCS,S1170518,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JHARSUGUDA,ATTABIRASCS,S1140509,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JHARSUGUDA,ATTABIRASCS,S1140509,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JHARSUGUDA,ATTABIRASCS,S1140509,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JHARSUGUDA,ATTABIRASCS,S1140509,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
GANJAM,BARAGAM-1,S1110129,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
GANJAM,BARAGAM-1,S1110129,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,BARAGAM-1,S1110129,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,BARAGAM-1,S1110129,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,BARAGAM-1,S1110129,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,BARAGAM-1,S1110129,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
GAJAPATI,TALASINGI,S1100104,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
GAJAPATI,TALASINGI,S1100104,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GAJAPATI,TALASINGI,S1100104,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GAJAPATI,TALASINGI,S1100104,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GAJAPATI,TALASINGI,S1100104,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
BALASORE,BADAMANDARUNI,S1020402,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
BALASORE,BADAMANDARUNI,S1020402,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BALASORE,BADAMANDARUNI,S1020402,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BALASORE,BADAMANDARUNI,S1020402,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BALASORE,BADAMANDARUNI,S1020402,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BALASORE,BADAMANDARUNI,S1020402,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BALASORE,BADAMANDARUNI,S1020402,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
NAYAGARH,BAIGUNIA SCS,S1240104,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
NAYAGARH,BAIGUNIA SCS,S1240104,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
NAYAGARH,BAIGUNIA SCS,S1240104,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
NAYAGARH,BAIGUNIA SCS,S1240104,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
NAYAGARH,BAIGUNIA SCS,S1240104,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
NAYAGARH,BAIGUNIA SCS,S1240104,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
NAYAGARH,BAIGUNIA SCS,S1240104,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
JAGATSINGHPUR,SINGHARPUR SCS,S1120415,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,SINGHARPUR SCS,S1120415,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,SINGHARPUR SCS,S1120415,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,SINGHARPUR SCS,S1120415,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,SINGHARPUR SCS,S1120415,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JHARSUGUDA,BHIKAMPALISCS,S1140507,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JHARSUGUDA,BHIKAMPALISCS,S1140507,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JHARSUGUDA,BHIKAMPALISCS,S1140507,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JHARSUGUDA,BHIKAMPALISCS,S1140507,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JHARSUGUDA,BHIKAMPALISCS,S1140507,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
GANJAM,KHAMARAPALLI,S1111219,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,KHAMARAPALLI,S1111219,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,KHAMARAPALLI,S1111219,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,KHAMARAPALLI,S1111219,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,KHAMARAPALLI,S1111219,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,KHAMARAPALLI,S1111219,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,GOPALJEW SCS,S1120413,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,GOPALJEW SCS,S1120413,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,GOPALJEW SCS,S1120413,Dunnage,Type of dunnage available at the unloading location?,Wooden/Plastic Crates,Yes
JAGATSINGHPUR,GOPALJEW SCS,S1120413,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,GOPALJEW SCS,S1120413,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,GOPALJEW SCS,S1120413,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KENDRAPARA,JADUPUR PACS,S1170517,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KENDRAPARA,JADUPUR PACS,S1170517,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,JADUPUR PACS,S1170517,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,JADUPUR PACS,S1170517,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,JADUPUR PACS,S1170517,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,JADUPUR PACS,S1170517,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KENDRAPARA,JADUPUR PACS,S1170517,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
GAJAPATI,GOSANI,S1100123,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GAJAPATI,GOSANI,S1100123,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GAJAPATI,GOSANI,S1100123,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GAJAPATI,GOSANI,S1100123,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GAJAPATI,GOSANI,S1100123,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GAJAPATI,GOSANI,S1100123,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
GANJAM,JAGRUTI,S2110136,Floor,Type of floor available for unloading of Paddy?,Brick/Paved Floor,Brick/Paved Floor
GANJAM,JAGRUTI,S2110136,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,JAGRUTI,S2110136,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
