District,PC Name,PC Code,Category,Question,Option,Legend
GANJAM,MAA TARATARINI SHG,S2113102,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,MAA TARATARINI SHG,S2113102,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
KHORDHA,SARAKANA,S1190109,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,DADHIBAMANPUR SCS LTD,S1070506,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,HANSURA SCS,S1120512,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,HANSURA SCS,S1120512,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,HANSURA SCS,S1120512,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,HANSURA SCS,S1120512,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,HANSURA SCS,S1120512,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAGATSINGHPUR,NAHARANA SCS,S1120115,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,NAHARANA SCS,S1120115,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,NAHARANA SCS,S1120115,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,NAHARANA SCS,S1120115,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KHORDHA,KAKARUDRAPUR,S1190110,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,KAKARUDRAPUR,S1190110,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,KAKARUDRAPUR,S1190110,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,KAKARUDRAPUR,S1190110,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,KAKARUDRAPUR,S1190110,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAGATSINGHPUR,BARAMUNDALI SCS,S1120110,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,BARAMUNDALI SCS,S1120110,Source of Power,What is the source of power available at the center?,Not Available,Not Available
JAGATSINGHPUR,BARAMUNDALI SCS,S1120110,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,BARAMUNDALI SCS,S1120110,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,BARAMUNDALI SCS,S1120110,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAGATSINGHPUR,SAILO,S1120505,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,SAILO,S1120505,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,SAILO,S1120505,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,SAILO,S1120505,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,SAILO,S1120505,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,SAILO,S1120505,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KHORDHA,BHAGABATI,S1190508,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,BHAGABATI,S1190508,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,BHAGABATI,S1190508,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,BHAGABATI,S1190508,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAGATSINGHPUR,PANKAPAL SCS,S1120508,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,PANKAPAL SCS,S1120508,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,PANKAPAL SCS,S1120508,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,PANKAPAL SCS,S1120508,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,PANKAPAL SCS,S1120508,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
CUTTACK,SRI JAGANNATH FSCS LTD,S1070407,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
CUTTACK,SRI JAGANNATH FSCS LTD,S1070407,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,SRI JAGANNATH FSCS LTD,S1070407,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,SRI JAGANNATH FSCS LTD,S1070407,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,SRI JAGANNATH FSCS LTD,S1070407,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,SRI JAGANNATH FSCS LTD,S1070407,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,SRI JAGANNATH FSCS LTD,S1070407,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
DHENKANAL,MARTHAPUR,S1090109,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,SARALA SCS,S1120511,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,SARALA SCS,S1120511,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,SARALA SCS,S1120511,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,SARALA SCS,S1120511,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,SARALA SCS,S1120511,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,SARALA SCS,S1120511,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,SARALA SCS,S1120511,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
GANJAM,BANABULAPALLI,S1110612,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
GANJAM,BANABULAPALLI,S1110612,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,BANABULAPALLI,S1110612,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,BANABULAPALLI,S1110612,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAGATSINGHPUR,KANJIAKANA SCS,S1120114,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,KANJIAKANA SCS,S1120114,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,KANJIAKANA SCS,S1120114,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,KANJIAKANA SCS,S1120114,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,KANJIAKANA SCS,S1120114,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,KANJIAKANA SCS,S1120114,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,KANJIAKANA SCS,S1120114,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,PAIDA SCS,S1120308,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,NARENDRAPUR SCS-2,S1110614,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,NARENDRAPUR SCS-2,S1110614,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,NARENDRAPUR SCS-2,S1110614,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,NARENDRAPUR SCS-2,S1110614,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
KHORDHA,SOMANASASAN,S1190203,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KHORDHA,SOMANASASAN,S1190203,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,SOMANASASAN,S1190203,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,SOMANASASAN,S1190203,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,SOMANASASAN,S1190203,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KHORDHA,BARIMUND,S1190509,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,BARIMUND,S1190509,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,BARIMUND,S1190509,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,BARIMUND,S1190509,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,BARIMUND,S1190509,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,BARIMUND,S1190509,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,BODHEI SCS,S1120802,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,BODHEI SCS,S1120802,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,BODHEI SCS,S1120802,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,BODHEI SCS,S1120802,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,BODHEI SCS,S1120802,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,BODHEI SCS,S1120802,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
GANJAM,TARA TARINI SHG,S2110628,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
GANJAM,TARA TARINI SHG,S2110628,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,TARA TARINI SHG,S2110628,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,TARA TARINI SHG,S2110628,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,TARA TARINI SHG,S2110628,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,TARA TARINI SHG,S2110628,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,JAGANNATHPUR SCS,S1120812,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,JAGANNATHPUR SCS,S1120812,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,JAGANNATHPUR SCS,S1120812,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,JAGANNATHPUR SCS,S1120812,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,JAGANNATHPUR SCS,S1120812,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,JAGANNATHPUR SCS,S1120812,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,JAGANNATHPUR SCS,S1120812,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KHORDHA,KALARAHANGA,S1190513,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,KALARAHANGA,S1190513,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,KALARAHANGA,S1190513,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,KALARAHANGA,S1190513,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,KALARAHANGA,S1190513,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,KALARAHANGA,S1190513,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,KALARAHANGA,S1190513,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
KHORDHA,SARAT,S1190206,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KHORDHA,SARAT,S1190206,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,SARAT,S1190206,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,SARAT,S1190206,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,SARAT,S1190206,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,SARAT,S1190206,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAGATSINGHPUR,KRUSHNACHANDRAPUR SCS,S1120304,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,KRUSHNACHANDRAPUR SCS,S1120304,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,KRUSHNACHANDRAPUR SCS,S1120304,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,KRUSHNACHANDRAPUR SCS,S1120304,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,KRUSHNACHANDRAPUR SCS,S1120304,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,KRUSHNACHANDRAPUR SCS,S1120304,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,KRUSHNACHANDRAPUR SCS,S1120304,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
GANJAM,TANGANAPALLI SCS,S1110609,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,TANGANAPALLI SCS,S1110609,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,TANGANAPALLI SCS,S1110609,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,TANGANAPALLI SCS,S1110609,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
KHORDHA,TURINTIRA,S1190209,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,DADHA,S1190512,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,DADHA,S1190512,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,DADHA,S1190512,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,DADHA,S1190512,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,DADHA,S1190512,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,DADHA,S1190512,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,DADHA,S1190512,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KHORDHA,BHAKARSAHI SCS,S1190216,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,SURAPRATAPPUR,S1090103,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
DHENKANAL,SURAPRATAPPUR,S1090103,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
DHENKANAL,SURAPRATAPPUR,S1090103,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
DHENKANAL,SURAPRATAPPUR,S1090103,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
DHENKANAL,SURAPRATAPPUR,S1090103,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,SURAPRATAPPUR,S1090103,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
DHENKANAL,SURAPRATAPPUR,S1090103,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KHORDHA,SISUPALAGARH,S1190502,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,SISUPALAGARH,S1190502,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,SISUPALAGARH,S1190502,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,SISUPALAGARH,S1190502,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,SISUPALAGARH,S1190502,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,SISUPALAGARH,S1190502,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAGATSINGHPUR,DASHIPUR SCS,S1120302,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,DASHIPUR SCS,S1120302,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,DASHIPUR SCS,S1120302,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,DASHIPUR SCS,S1120302,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,DASHIPUR SCS,S1120302,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,DASHIPUR SCS,S1120302,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,DASHIPUR SCS,S1120302,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
DHENKANAL,GN PRASAD,S1090102,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,BARUNEI SCS LTD,S1070707,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,BARUNEI SCS LTD,S1070707,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,BARUNEI SCS LTD,S1070707,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,BARUNEI SCS LTD,S1070707,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,BARUNEI SCS LTD,S1070707,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,BARUNEI SCS LTD,S1070707,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,BARUNEI SCS LTD,S1070707,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,NUADIHI SCS,S1120306,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,NUADIHI SCS,S1120306,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,NUADIHI SCS,S1120306,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,NUADIHI SCS,S1120306,Source of Power,What is the source of power available at the center?,Not Available,Not Available
JAGATSINGHPUR,NUADIHI SCS,S1120306,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,NUADIHI SCS,S1120306,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
CUTTACK,HARIANTA SCS LTD,S1070403,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,HARIANTA SCS LTD,S1070403,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,HARIANTA SCS LTD,S1070403,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,HARIANTA SCS LTD,S1070403,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,HARIANTA SCS LTD,S1070403,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,HARIANTA SCS LTD,S1070403,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,HARIANTA SCS LTD,S1070403,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,GAREI SCS,S1120510,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,GAREI SCS,S1120510,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,GAREI SCS,S1120510,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,GAREI SCS,S1120510,Source of Power,What is the source of power available at the center?,Not Available,Not Available
JAGATSINGHPUR,GAREI SCS,S1120510,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,GAREI SCS,S1120510,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,GAREI SCS,S1120510,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
PURI,LATAHARAN,S1260503,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
PURI,LATAHARAN,S1260503,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
PURI,LATAHARAN,S1260503,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
PURI,LATAHARAN,S1260503,Source of Power,What is the source of power available at the center?,Not Available,Not Available
PURI,LATAHARAN,S1260503,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
PURI,LATAHARAN,S1260503,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
PURI,LATAHARAN,S1260503,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
GANJAM,ALLIABAD SCS,S1111004,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,ALLIABAD SCS,S1111004,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,ALLIABAD SCS,S1111004,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,ALLIABAD SCS,S1111004,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,ALLIABAD SCS,S1111004,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,ALLIABAD SCS,S1111004,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KHORDHA,ARISAL,S1190807,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KHORDHA,ARISAL,S1190807,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,ARISAL,S1190807,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,ARISAL,S1190807,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,ARISAL,S1190807,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,ARISAL,S1190807,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,ARISAL,S1190807,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KHORDHA,BARABHUJA,S1190210,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,BARABHUJA,S1190210,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,BARABHUJA,S1190210,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
GANJAM,RAJAPUR SCS,S1111017,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,RAJAPUR SCS,S1111017,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,RAJAPUR SCS,S1111017,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,RAJAPUR SCS,S1111017,Source of Power,What is the source of power available at the center?,Not Available,Not Available
GANJAM,RAJAPUR SCS,S1111017,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,RAJAPUR SCS,S1111017,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
CUTTACK,ADASPUR SCS LTD,S1070703,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,ADASPUR SCS LTD,S1070703,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,ADASPUR SCS LTD,S1070703,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,ADASPUR SCS LTD,S1070703,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,ADASPUR SCS LTD,S1070703,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,ADASPUR SCS LTD,S1070703,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,ADASPUR SCS LTD,S1070703,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
CUTTACK,ARILO SCS LTD,S1070508,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,ANGARPADA,S1190808,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KHORDHA,ANGARPADA,S1190808,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
